user,location,text
LostSorry,,"Mis mayores deseos de que se restaure la salud de este gran líder, mejórate pronto. El país te necesita.
#CadenaDeAfectosPorPetro"
yankDoctor,,elida y johinis en bogota y Jorge y YURIS EN BARRANQUILLA... hermanos que como toda nuestra familia esperan su mejoría y que sea nuestro presidente   #CadenaDeAfectosPorPetro
papisa3166,"New York, NY","@DavidRacero @petrogustavo Que tal estos? Le hacen una biopsia y parece que le extirparon un huevo, dejen el drama, el guerrillero lo único que lo aqueja es Duque.
#CadenaDeAfectosPorPetro #FuerzaPetro"
Joebarrancof,Santa Marta Colombia,"Gracias a Dios todo salió bien y confiamos plenamente en él que esos resultados serán los mejores, te mandamos toda nuestra buena energía, @petrogustavo un abrazo querido líder #CadenaDeAfectosPorPetro"
SoyLordPetrosky,,"#Alerta, Dictadores prohíben el derecho a informar y ser informado #CadenaDeAfectosPorPetro
#ElPelitoSanador
@petrogustavo
@GustavoBolivar
@moisesalvaro_
@alexlopezmaya
@aidaavellae
@felicianovalen
@pizarromariajo
@davidracero https://t.co/iizsX4jmuz"
Gongora65Jorge,,"Esta tendencia la escribieron mal, es #CadenaDeAfectadosPorPetro y no #CadenaDeAfectosPorPetro. https://t.co/c9vUlWzdOU"
sanpatito84,"Bogotá, DC, Colombia","@merv59 Hermosa melodia, su letra, ufff.
#CadenaDeAfectosPorPetro ❤️"
margaritabuitra,colombia,Gracias por informarnos. Te escuchamos en W. Seguiremos pendientes #CadenaDeAfectosPorPetro #FuerzaPetro https://t.co/yZ1V5cTjHI
Juankimica,,Cuanta alegría y satisfacción sentimos al saber que nuestro gran líder nos continúa acompañando para rato. Qué se muerda la corrupcion.#CadenaDeAfectosPorPetro
HernanPiedra,"Bogotá, D.C., Colombia","Ya salieron los exámenes de Petro, y todavía no se sabe que clase de gonorrea es ! #CadenaDeAfectosPorPetro"
David11388,,#CadenaDeAfectosPorPetro Que las fuerzas de la vida te acompañen.
AbrilMisael,Cali,"Guerrero, destinado a lidiar con duras batallas me alegra que todo halla salido bien. 🙏🏼#CadenaDeAfectosPorPetro"
elpechy78,,Por qué Dios te saque con bien de este mal momento y puedas seguir luchando por un pueblo que tanto lo quiere lo apoya y lo necesita #CadenaDeAfectosPorPetro
_marcopreciado,"Granada, España",#CadenaDeAfectosPorPetro el señor Petro saldrá adelante y tomara las riendas algún día de este saqueado y maltratado país.
BestiaUri,medellin,me uno a la #CadenaDeAfectosPorPetro
wacarote,Maicao la guajira ,Salud senador #CadenaDeAfectosPorPetro
Armandolozaneti,,"#CadenaDeAfectosPorPetro
#FuerzaPetro 
Porque Petro es el político que representa al pueblo, su legado, la Colombia humana, se fortalecerá y vivirá po siempre en nuestros pensamientos y corazones."
blancabetty11,,"@PizarroMariaJo @petrogustavo Aparte de sus trastornos mentales se volvió hipocondríaco.!

#CadenaDeAfectosPorPetro

https://t.co/HsKBMrFV1n"
Eridyas,Colombia,"#CadenaDeAfectosPorPetro  #FuerzaPetro Todo el apoyo, la fuerza, energía, amorosa y sanadora, oraciones para el gran ser humano, gran líder político, el más brillante, preparado y capaz de Colombia; será otra vez elegido presidente y esta vez no le podrán robarle la presidencia. https://t.co/TePPYjisOg"
superfunknown,,"@nicolaspetroB Es una buena noticia, vamos con toda!! #CadenaDeAfectosPorPetro"
YesidCantillo12,"Barranquilla, Colombia","La vieja confiable eh!

El escritor de las narconovelas en lo suyo.
#CadenaDeAfectosPorPetro que encontró #ElPelitoSanador https://t.co/V5ruGprMJQ"
SurCristobal,"Soacha, Colombia","Somos la burla del mundo..gracias alcaldesa @ClaudiaLopez y a tu secre @LuisErnestoGL 

@ActualidadRT @XHespanol 
#CadenaDeAfectosPorPetro https://t.co/RA1hR6tpWB"
Jonalbum,🌋,"@petrogustavo merece ser presidente, y no lo discutiré con nadie por una simple razón: él representa el cambio, la ciudadanía LO AMA.  #CadenaDeAfectosPorPetro"
HENRYIBAEZORTI1,,@petrogustavo @IsidroSalcedo3 Amigo @petrogustavo yo creería q es la mínima expresión de sentimientos y afectos q nos une por una noble causa la equidad universal del ser humano con identidad y dignidad gracias mi hermano del alma #FuerzaPetro             #CadenaDeAfectosPorPetro       #NoMasLey100
Davidzoot2,"Sincelejo, Colombia","Te necesitamos para hacer proyectos agropecuarios realidad.
#CadenaDeAfectosPorPetro #FuerzaPetro #FuerzaPetroEstamosContigo https://t.co/KLsrAExFJX"
alfilnegro79,"Bogotá, D.C., Colombia","Estamos con @petrogustavo apoyando su tratamiento y recuperación 
Colombia entera te envia un afectuoso abrazo..
#CadenaDeAfectosPorPetro
#FuerzaPetroEstamosContigo 
#FuerzaPetro"
edifigue,PaMpLoNa ,Que bien petrosky usted no puede dejarnos ahora... Un país sin una oposición es una dictadura más. El uribismo tiene que dejar el poder y con usted lo podemos hacer posible #CadenaDeAfectosPorPetro
gifernandezp,"Barranquilla, Colombia",Mucha fuerza Senador! 🙏🏽 #CadenaDeAfectosPorPetro
Jamax27544713,,#CadenaDeAfectosPorPetro gran líder qué lucha por un cambio en Colombia https://t.co/ujh7UTvimM
blogpaisbizarro,Colombia,"La #CadenaDeAfectosPorPetro no consiste en que haya adolescentes oligofrénicos que creen las mentiras de ese hampón. El mundo no es así, TODOS saben que #PetroMiente, pero han sido reclutados por la delincuencia y están felices siendo más crueles y astutos que los demás."
johan0916,Ibague  - Colombia,"#CadenaDeAfectosPorPetro
Pronta recuperación y vuelta del político más preparado y teso de éste país @petrogustavo , admiración total de mi parte y de toda mi familia."
gmantillas,,"#CadenaDeAfectosPorPetro Pero quedaron dos carcinomas peores:
GUSTAVO BOLIVAR Y PETRO."
HENRYIBAEZORTI1,,@ColombiaHumana_ @IsidroSalcedo3 Total es nuestros sentimientos q expresamos y q se harán realidad .#FuerzaPetro    #CadenaDeAfectosPorPetro     #NoMasLey100
gibe44,,#CadenaDeAfectosPorPetro esta foto la tomé cuando @petrogustavo entregó la remodelación de hospital de Fontibón que se hizo gracias a él. Si no se hubieran robado las elecciones estaríamos viviendo cosas diferentes. Ánimo! Colombia lo necesita! https://t.co/jYRib39Wat
ivamar13,Bogotá,"#CadenaDeAfectosPorPetro buena noticia salió bien la cirugía, ahora más fuerza y solidaridad con @petrogustavo"
Donasa13,Colombia,"@GustavoBolivar @WRadioColombia Gracias Dios, sé que es doloroso pero en Cuba no debe doler.#CadenaDeAfectosPorPetro #FuerzaPetro #FuerzaPetroEstamosContigo 🙏🙏"
edovago,Colombia,"¿Ya le enviaron el tumor en un frasco a @patriciajaniot?

 #CadenaDeAfectosPorPetro"
LuisAnd73802873,,"#CadenaDeAfectosPorPetro Jeremías 33:3 Clama a mi dice el Señor y Yo te responderé..
Jeremías 33:6 - RVR1960
33:6 He aquí que yo les traeré sanidad y medicina; y los curaré, y les revelaré abundancia de paz y de verdad. Confía en Dios 🙏"
HENRYIBAEZORTI1,,@petrogustavo @IsidroSalcedo3 Conmovedoras palabras amigo y parne @GustavoBolivar me llegan ha lo más profundo de mi ser gracias en nombre de toda la comunidad  CH _BxB.                           #NoMasLey100 #FuerzaPetro #CadenaDeAfectosPorPetro
libardohernand5,Colombia,"#FuerzaPetro, Estamos felices con el resultado de la intervención a @petrogustavo los ignorantes que le están deseando el mal, les digo la lengua castiga y la mala energía se devuelve, larga vida a Petrosky 💖💖#CadenaDeAfectosPorPetro"
gibe44,,"#CadenaDeAfectosPorPetro @petrogustavo mejorese pronto para que repitamos esta foto cuando sea presidente (si lo dejan, como me dijo antes de que la tomaran). Ánimo! Este país lo necesita! https://t.co/NX0bZHperv"
mvallejo0213,"Miami, FL",Sigamos #CadenaDeAfectosPorPetro y muy cierto su compromiso con Colombia y la justicia social nos guian hoy y siempre #FuerzaPetro https://t.co/t3qdRXCI6Y
AndresilloCas,Bogotá-Colombia,"@petrogustavo un gran abrazo, todo saldrá bien, pronta recuperación!!!  #CadenaDeAfectosPorPetro #FuerzaPetro #FuerzaPetroEstamosContigo @GustavoBolivar https://t.co/nj5cgBO8k4"
febecaxs,colombia,"Se va a sanar pronto, en el nombre de Dios padre #CadenaDeAfectosPorPetro"
HFonsec92085163,"Valle del Cauca, Colombia","@petrogustavo
Debe dedicarse a su plena recuperaciòn!
Colombia, lo necesita!
El pueblo lo necesita!
Que pena pedirle mas de lo que ha entregado, pero debe ayudar a salir al pais adeltante!
#CadenaDeAfectosPorPetro
#CadenaDeAfectosPorPetro
#FuerzaPetroEstamosContigo"
jdbaldion70,,Fuerza senador Petro.#CadenaDeAfectosPorPetro
CHAVASILVA25,Bogota D.C.,#CadenaDeAfectosPorPetro a la vez me disculpo. Dude de su integridad x los días en q el tema de su salida del país y en plena pandemia fue controversia. La desinformación es tremenda y caí en ella. Me indigné mucho. Ahora me arrepiento y seguiré apoyando siempre su idea política.
RamnEduardoPre4,,"¡ÑERDA CARAJO! ...

LA #CadenaDeAfectosPorPetro QUÉ HAGO ES DECIRLE AHORA QUÉ @petrogustavo ESTÁ CON VIDA ES QUÉ YÁ CON CAMÁNDULA EN MANO QUÉ DIOS LE CONCEDA EL DESCANSO ETERNO."
sanpatito84,"Bogotá, DC, Colombia","La #CadenaDeAfectosPorPetro funcionó, Petro salió bien de la cirugía. 
Ahora a esperar los resultados que se entregarán mañana, y a seguir unidos.
Te queremos @petrogustavo ❤️😘"
LeHuman4,,"Muy buenas noticias. #CadenaDeAfectosPorPetro 
@petrogustavo @nicolaspetroB 
Colombia Humana 🌈🌤️🇨🇴"
jezoroal8,,Sr. Real Pte. Me alegra que la cirugía haya salido bien. Cuidese y recuperese pronto .#CadenaDeAfectosPorPetro
edithna2203,,Seguimos orando por su salud @petrogustavo     #CadenaDeAfectosPorPetro
HENRYIBAEZORTI1,,@elsemblante @IsidroSalcedo3 Es muy triste y me dolió inmensamente paisano llanero y muy secano ha la familia pero estamos en el país de las maravillas orquestado por el paramilitarismo .#NoMasLey100   #FuerzaPetro #CadenaDeAfectosPorPetro
ariashincapie,Bogota,#CadenaDeAfectosPorPetro Mucha salud para que le amargue la vida a los Uribistas y a los tibios.
robinsonreneher,,#CadenaDeAfectosPorPetro... Bendiciones... Y fuerza para seguir en la lucha por una Colombia digna y humana...
edithna2203,,"@petrogustavo salió bien,      #CadenaDeAfectosPorPetro"
m_scherezade,,"No he escuchado el audio, pero si el Dr. Fernando Sierra publica información personal como es la historia clínica de un paciente, protegida por la ley, no solo comete un delito, que lo es, sino que contraviene el código ético de su profesión. #CadenaDeAfectosPorPetro https://t.co/xGWvi328Xw"
Rosala46386235,,"¡FUERZA , FUERZA!#CadenaDeAfectosPorPetro"
HFonsec92085163,"Valle del Cauca, Colombia","#CadenaDeAfectosPorPetro
Felicitaciones, ahora sr. @petrogustavo 
A dedicarse a su pronta recuperacion!!"
JimmyPsicol,"Bucaramanga, Colombia","Sí, senador @IvanCepedaCast , ese comentario no solo define la condición humana d Fernando Londoño, sino siendo sinceros, define la calidad humana de la INMENSA MAYORÍA de la ultraderecha uribista. Cuánto odio, cuánta maldad en sus corazones
#CadenaDeAfectosPorPetro 
#FelizLunes https://t.co/m4PFtWSbTj"
Momi10,,#CadenaDeAfectosPorPetro que tristeza como engañaron a sus votantes y al pueblo con la falsa noticia del cancer. Eso no se hace. Acá y en la W lo confirmó el señor Bolívar. Que tristeza la izquierda colombiana. https://t.co/6RmMBb3DGx
HENRYIBAEZORTI1,,"@IsidroSalcedo3 Perdón @IsidroSalcedo3 yo tambien me hago la misma pregunta e igualmente me respondo ""CUAL ESTADO"". estaré equivocado .#NoMasLey100   #FuerzaPetro.    #CadenaDeAfectosPorPetro"
javierfsanabria,,"#CadenaDeAfectosPorPetro Tanta mierda que la izquierda reúne en una cadena etimológica de afectos : 
Cacas - Endoscopia - Churrias"
ByHumana,Tunja-Boyacá,"#CadenaDeAfectosPorPetro 
""Esa cadena de afectos lo defiende de la muerte,
lo defiende del peligro, lo vuelve casi inmortal,
o por lo menos impide el que lo maten a uno de repente así no mas.

Porque el amor es certeza, la certeza de la vida.""
https://t.co/Nif10s8KaV vía @YouTube"
rpegazo,Colombia,"Día 2, quien me apoya?

#PeriodistasDivulguenSuDeclaración

Hay muchos limpiadores de imagen, eso no es gratis, sino pregúntenle a Arizmendi

#CadenaDeAfectosPorPetro
#CuidarNuestrosMedicosEs
#ElPelitoSanador
#PicoYGeneroEs
Carrasquilla
Endoscopia
Janiot
Juan Roberto
#NoMasLey100 https://t.co/qtGVcYZu8M"
watching661,,Tanto show por una Hijueputa endoscopia que hacen en cualquier clínica de acá!!!#CadenaDeAfectosPorPetro
JuankHiguita,Colombia,#CadenaDeAfectosPorPetro ojalá no le pase como al pastorcito mentiroso. Afectos para la mamá que no tenía idea que traeria a este mundo semejante personaje tan tóxico y lo siento por los hijos de él que no tienen la culpa de lo que hace el papá
SOS__LATAM,Colombia,"Confirmado que el mequetrefe de petro no tenía cáncer #PetroMiente #CadenaDeAfectosPorPetro

Que un delincuente mienta eso no es raro, ya lo sabíamos!"
Rafa_S_Granados,La Ruta Del Sol,#CadenaDeAfectosPorPetro Para que le hagan la Endoscopia y le saquen el Kilogramo de vicio ilícito que llevaba en ese estómago. #CuidarNuestrosMedicosEs Respetarlos y valorarlos y no desprestigiarlos ante el mundo como hace @petrogustavo. #ElPelitoSanador #PicoYGeneroEs https://t.co/SWHCV1w98S
Carlos_artus,,#CadenaDeAfectosPorPetro pronta recuperación a mi presiente autentico y real @petrogustavo
OGalvisC,Colombia,"NUESTRO LEGÍTIMO PRESIDENTE!!!
#FuerzaPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/aUGh02nfWt"
VillamizarEder,,"@HOLLMANMORRIS @Tercer_Canal @marthaperaltae @ONIC_Colombia @AndresCamiloHR @GustavoBolivar @petrogustavo @IvanCepedaCast @AlirioUribeMuoz @AtiQuigua @AlexLopezMaya @Andrea_Q23 Vamos Petro!! #CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro"
EstelaGomezGom2,,"#CadenaDeAfectosPorPetro  en época de virus chino, petro saca su cuento chimbo 🤣🤣🤣🤣🤣🤣🤭🤭🤭🤭 https://t.co/Q5EyvR9BGt"
BelcyAleja,Bucaramanga,Te esperamos pronto con nosotros @petrogustavo #CadenaDeAfectosPorPetro
Ing_Henryco,"Bogotá, D.C., Colombia","@GustavoBolivar Osea que el audio que circula en redes es cierto?
Se cae la mentira del supuesto cáncer?
Por qué siempre quieren manipular? 
#CadenaDeAfectosPorPetro"
NoticiasRPTV,"Bogotá, D.C., Colombia","#FelizLunes I 🇨🇴

Nos informan que el senador Gustavo Petro (@petrogustavo) salió de cirugía en Cuba sin ninguna complicación y ahora está en recuperación y se encuentra estable.

#CadenaDeAfectosPorPetro https://t.co/hOIHLHhA5t"
Jesus_13_84,,"#CadenaDeAfectosPorPetro @petrogustavo un senador que a pesar de sus errores humanos, representa en Colombia, los ideales de la clase política popular... trabajar por el país, sin corrupción y en pro de las mayorías."
AlixCano4,,"#CadenaDeAfectosPorPetro  El embajador de Colombia en Cuba acompaño a petro en la clinica, es cierto ,si estaba  en trámites de su salud ,y ,los que en redes decían que ,""  Petro miente "" ahora les decimos nuevamente PETRO TENIA RAZON"
AdrinRamrezLpe2,"Medellín, Colombia",#CadenaDeAfectosPorPetro gloria a Dios que @petrogustavo salió bn de la operación bendiciones para el y toda su familia.
CamarioPimienta,"Medellin, Via lactea","Adelante, usted es de los necesarios para darle vuelco a este desbarate #CadenaDeAfectosPorPetro"
PlayOpcion,"Medellín, Colombia","#CadenaDeAfectosPorPetro
Bendiciones, mucha fortaleza"
HOLLMANMORRIS,"Bogotá, D.C., Colombia","Los invito a sumarse a la #CadenaDeAfectosPorPetro hoy lunes a las 12:30. 

No se pierda la transmisión por el @Tercer_Canal en este link  https://t.co/fArmVgV97X. https://t.co/CKkWoPgEXE"
joandgarcia,Colombia,"#CadenaDeAfectosPorPetro resistir ha sido la vida de millones de colombianos, resistencia ha sido su vida @petrogustavo. Es otra lucha más, fuerza Gustavo!"
PhotoPress1,España,"@petrogustavo #CadenaDeAfectosPorPetro  pronta recuperación, un abrazo cordial y solidario desde Madrid España"
HENRYIBAEZORTI1,,@GustavoBolivar @IsidroSalcedo3 Hasta nos toca recurrir para q no nos sigan estimatizando amigo @GustavoBolivar .                    #NoMasLey100 #FuerzaPetro #CadenaDeAfectosPorPetro
079Gaby,Colombia🇨🇴🇨🇴,"Sencillo= 
Caída de Evo🇧🇴
Fracaso desestabilizar LATAM🌎
Cerco económico cuba🇨🇺y Venezuela 🇻🇪
El anuncio de EEUU🇺🇸
Maduro comiendo uña🇻🇪
Rafael Correa al bote🇪🇨
Obvio, hay movimiento de fichas en las brisas bolivarianas por eso #CadenaDeAfectosPorPetro
Y sus amiguis ⬇️⬇️ https://t.co/2w6rnwK95V"
JIROS79,,"#CuidarNuestrosMedicosEs 

#CuidarDerechoALaSalud

Para toda la ciudadanía , en la q' la salud sea derecho fundamental, sin intermediaciones d entidad alguna

#CadenaDeAfectosPorPetro

#SigamonosLosBuenos2020"
HENRYIBAEZORTI1,,@IsidroSalcedo3 El derecho ha la saludo es un derecho digno del ser humano y una obligación del estado @IsidroSalcedo3                 #NoMasLey100   #FuerzaPetro #CadenaDeAfectosPorPetro
HelmuttContrera,,"#CadenaDeAfectosPorPetro
Y seremos gobierno en el 2022, 
Palabra que si!!! https://t.co/gH6r6ioepG"
AndreaRosasp,Bogotá,"Es una linda noticia saber que le fue bien en la intervención a @petrogustavo. Buen inicio de semana

#CadenaDeAfectosPorPetro"
IvanDarioGavir3,"Arauca, Colombia",Te necesitamos con tus opiniones tus denuncias y sobre todo por tu visión de pais#CadenaDeAfectosPorPetro
Angel93ov,,"En oración por Petro
#CadenaDeAfectosPorPetro"
ProgresMadrid,"Madrid, España (Bogotá)",#CadenaDeAfectosPorPetro desde Madrid España. Juntos siempre. https://t.co/0Jo6Ds09lc
JhonMASIC,,#CadenaDeAfectosPorPetro mis mejores deseos a su pronta recuperación
Marlina321,,#CadenaDeAfectosPorPetro @GustavoBolivar gracias por informar. Seguiremos orando por su sanación. #FuerzaPetro https://t.co/z2viRSCdu5
alherbor,,"#CadenaDeAfectosPorPetro ""Reivindico el espejismo/ de intentar ser unos mismo/ ese viaje hacia la nada/ que consiste en la certeza/ de encontrar en tu mirada/ la belleza"", Luis E. Aute, y tú, querido Gustavo, eres un soldado de la belleza"
IVANDAVIDCESPED,Colombia,#CadenaDeAfectosPorPetro Colombia lo necesita.
BoliBolodo,Colombia,"Estamos con Tigo petro. Próximo Presidente de Colombia ,Dios mediante.!
 #CadenaDeAfectosPorPetro"
JaviGuacaneme,"Bogotá, D.C., Colombia","El vulgar ataque de María Isabel Rueda a @petrogustavo mientras él estaba sometido a una riesgosa intervención quirúrgica.
#FuerzaPetro 
#CadenaDeAfectosPorPetro
cc @jcuestanovoa @GustavoBolivar @GiordanoBrunoFi @periodista19 @MeDicenWally @Angiegars @bettycriticonaa @PazProgreso https://t.co/UJ344Ujt6C"
_Mendo21,,Fuerza al legítimo presidente de colombia!! @petrogustavo #CadenaDeAfectosPorPetro
josecometa3,,#CadenaDeAfectosPorPetro a qui su pueblo fuerte petro. https://t.co/ocoL8jQALr
HOLLMANMORRIS,"Bogotá, D.C., Colombia","Hoy lunes por el @Tercer_Canal haremos un programa especial junto a @AndresCamiloHR para reforzar la #CadenaDeAfectosPorPetro. 

No se lo pierda a las 12:30 y haga parte de la #CadenaDeAfectosPorPetro. 
@petrogustavo

Véalo en este link.
https://t.co/fArmVgV97X"
ivanchelote,bogota,#CadenaDeAfectosPorPetro espero que todas las buenas energías te lleguen y sigas sirviendo al pueblo y a tu familia por muchos años más. La lucha continúa.
733a108be48b45e,Algun rincon de Colombia,"#CadenaDeAfectosPorPetro
Animo @petrogustavo, de esta salimos juntos, colombia te necesita."
lvaroAndrsGonz2,,"La mayoría de personas con valores morales y el principal conservar la vida, quiere que se mejore el senador petro, saludos a su familia. Este momento de la sociedad es ideal para que él aporte su conocimiento a mejorar el país. #CadenaDeAfectosPorPetro"
fede0410,Soledad - Atlantico,#CadenaDeAfectosPorPetro fuerza petroski
dianalsab,,"#CadenaDeAfectosPorPetro me alegra, me alegra muchísimo que esté bien, fuerza querido líder de la Colombia Humana, esperanza de mi pueblo."
NaranjaBogota,,Excelente noticia 😍#CadenaDeAfectosPorPetro https://t.co/lNOW2KbRe1
Girofer,Bogotá,"Todos deseando tu  pronta recuperación senador @petrogustavo  para continuar la lucha que pronto nos dará la victoria y permitirá reconstruir lo que nos queda de patria, casi desde las cenizas! #CadenaDeAfectosPorPetro https://t.co/hyOy5gaZt3"
HENRYIBAEZORTI1,,@petrogustavo @IsidroSalcedo3 De acuerdo @petrogustavo en urgencia máxima el paramilitarismo nos quiere desaparecer como sea .#NoMasLey100 #FuerzaPetro #CadenaDeAfectosPorPetro
SantiagoMazoLo1,,"Gracias a la vida y a los Médicos cubanos por permitirnos tener a Gustavo Petro entre nosotros, aquí y ahora cuando más lo necesitamos los colombianos de bien Aplausos y Toda la fe y la fuerza. ¡Viva Gustavo Petro! 
 #CadenaDeAfectosPorPetro"
M_DELRIO,En algún lugar del mundo,"Corremimiento de La Palmita, jurisdicción del Municipio de La Jagua de Ibirico, Departamento del Cesar

#CuidarNuestrosMedicosEs 
#FelizLunes 
#ElPelitoSanador 
#CadenaDeAfectosPorPetro https://t.co/7WQ3YakZ8u"
NaiG56059353,Colombia,"#CadenaDeAfectosPorPetro. Gustavo Colombia te necesita, de corazón mis mejores deseos para para ti. Para mi ya eres mi presidente! Fuerza"
mistermagu72,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
#FuerzaPetro
#ColombiaConPetro
Vamos Petro...!!! Estamos contigo... https://t.co/MnxE722Y07"
jhonhq77,,"#CadenaDeAfectosPorPetro, Fuerza Petro 💪🏻"
ROSITAGUEVARA17,,#CadenaDeAfectosPorPetro Pronta recuperación y toda la energía positiva para @petrogustavo y su familia. Es un luchador y la democracia colombiana lo necesita
HalflingLady,,"#CadenaDeAfectosPorPetro #FuerzaPetro porque el amor es certeza, la certeza de la vida."
RAPTORCOL,"Bogotá, D.C., Colombia","@GustavoBolivar Confirma @GustavoBolivar que la cirugía a @petrogustavo no era para remover cáncer sino que era un procedimiento para un diagnóstico. 
¿Por qué anunciar un cáncer que no ha sido diagnosticado?

Hoy no hubo cirugía, tan sólo una endoscopia. Fin

#CadenaDeAfectosPorPetro https://t.co/199SB5l07a"
HENRYIBAEZORTI1,,@twitteoypeleo @IsidroSalcedo3 Así es viejo leo #FuerzaPetro #NoMasLey100 #CadenaDeAfectosPorPetro
Nanashi079,"Bogotá, D.C., Colombia",en vez #CadenaDeAfectosPorPetro deberia ser #CadenaDeDefectosDePetro ahi si que participaría .
oculto02,Colombia,#CadenaDeAfectosPorPetro vamos Petro adelante
prensaneruda,Bogotá,@nicolaspetroB #CadenaDeAfectosPorPetro con la bendición de Dios todo saldrá bien para nuestro Petro
steMan11637391,,Así está Colombia #CadenaDeAfectosPorPetro
julianperroD," Caldas, Colombia","Señor, de mí casa 2 votos y de mi familia más o menos 50, para Petro Presidente 2022. 
#CadenaDeAfectosPorPetro"
UmaaDaniela1,,"Sin duda alguna,@gustavopetro es aquel hombre echo para la lucha, por más palo q le den, el seguirá luchando, siempre poniéndole el pecho a esta guerra interminable, todo por nuestra Colombia humana💚💜💙💛🧡❤️. Fuerza Petro!!! 💪🏻💪🏻💪🏻 #CadenaDeAfectosPorPetro"
el_malsalvaje,,¿Será que alguien en la #CadenaDeAfectosPorPetro intentó eso del #ElPelitoSanador?  – Para evitar estas supercherías #CuidarNuestrosMedicosEs fundamental https://t.co/zpBVh0Jfna
ElExtuiteado,Punto Nemo,"Y así, amigos, es como @GustavoBolivar admite que el audio que desmiente a su amo Petro es real y la #CadenaDeAfectosPorPetro es la mayor farsa mediática del año. El Congreso debe investigar y sancionar a @petrogustavo de inmediato por fugarse del país antes de la cuarentena. https://t.co/9eFj9wSDJi"
RAPTORCOL,"Bogotá, D.C., Colombia","Al parecer que todo se trata de una mentira lastimera de @petrogustavo  preciso en un viernes santo. Resulta que de cáncer confirmado, pasó a endoscopia mañanera. #PetroMiente 

#CadenaDeAfectosPorPetro https://t.co/LdCvdqvjJt"
flamihup,"Bogotá, D.C., Colombia","Se acuerdan los colombianos quien fue el autor de la ley 100 de 1993, cuando se pensó más en la economía que en el ser humano #NoMasLey100 #CuidarNuestrosMedicosEs #CadenaDeAfectosPorPetro https://t.co/XRcD6mitcC"
adalgizgomezt,"Tenerife, Colombia","@Lynx_581 @ZurdoJamas @Hucotor1 @GustavoBolivar @WRadioColombia Así es, esa es la ofensa más GRANDE, ¡ Salud ! Brindemos por la pronta recuperación de @petrogustavo #CadenaDeAfectosPorPetro https://t.co/vUD75Q7T7S"
FelicianoValen,Colombia,"Celebramos que el procedimiento médico al compañero @petrogustavo realizado el día de hoy fue exitoso. 

Esperamos su pronta recuperación. 
#CadenaDeAfectosPorPetro"
Gerardo67726060,,#CadenaDeAfectosPorPetro en este momento elevo oraciones por la pronta recuperación de este gran Demócrata y excelente Senador. Fuerza luchador.
OscarMu15601008,,"#CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro 

Somos mas de 8millones unidos por tu pronta recuperación
acompañando a tu familia con mucho positivismo
#CadenaDeAfectosPorPetro"
marcetovar66,Bogota Colombia,#CadenaDeAfectosPorPetro salud por siempre a este valiente hombre que piensa en el pueblo
HENRYIBAEZORTI1,,@CantorWerner @IsidroSalcedo3 @petrogustavo De acuerdo Erik             #FuerzaPetro #NoMasLey100 #CadenaDeAfectosPorPetro
GustavoBolivar,"Escritor,empresario, demócrata","#CadenaDeAfectosPorPetro 
En este hilo les cuento detalles del caso de salud de Gustavo Petro
1- A finales de Feb, encontrándose en Costa Rica en una diligencia ante la CIDH, Gustavo, en uso de sus vacaciones, decide viajar a Cuba a someterse a un chequeo médico de rutina"
albacecilia2013,"Pasto, Colombia","Gustavo Petro, mucha fuerza! 💪 Usted es la esperanza del país olvidado y golpeado por la injusticia, la corrupción, la desigualdad y la violencia#CadenaDeAfectosPorPetro"
alejo8923,,"Fuerza 💪 
#CadenaDeAfectosPorPetro"
rpegazo,Colombia,"Que no se te muera tu madre, por que te voy a decir que es 
""Pura Paja""
y te voy a exigir acta de defunción

Patricia Janiot
#CadenaDeAfectosPorPetro
#CuidarNuestrosMédicosEs
Endoscopia
@osiguehe https://t.co/Up3orxu0J0"
bryan_alcazar,"Bogotá, D.C., Colombia","Por favor, hay que exigir que @patriciajaniot muestre los resultados de su cáncer de lengua, es imposible que alguien diga tantas barrabasadas sin estar enfermo. 
#CadenaDeAfectosPorPetro"
jaimealfonso71,Onzaga  (Santander)  Colombia.,#CadenaDeAfectosPorPetro. Gracias a Dios todo va bien... Los que le estan deseando lo peor se van a quedar con las ganas.
nancy2142,Colombia,#CadenaDeAfectosPorPetro @GustavoBolivar  pero como así... q una endoscopia  en fin q  es lo q tiene??? o no cuadraron bien la farsa  una cirugía   creo q es diferente  a una endoscopia.
bascobscd,Túquerres - Nariño ,"#CadenaDeAfectosPorPetro

Me alegra que Gustavo Petro saliera bien de su cirugía. Ojalá se reponga rápido para que de lecciones importantes en el senado."
franroj69,Bogota,#CadenaDeAfectosPorPetro Fuerza Respetado senador. Usted es de los pocos que nos da esperanza a quienes sabemos lo nocivo de los que han estado en el poder por décadas
